DiseaseCode,DiseaseName,Occurances,SymptomsCode,SymptomsName
C0007097,carcinoma,269,C1269955,tumor cell invasion
C0007097,carcinoma,269,C0205400,thicken
C0007097,carcinoma,269,C0043096,decreased body weight
C0007097,carcinoma,269,C0019825,hoarseness
C0007097,carcinoma,269,C0858924,general discomfort
C0007097,carcinoma,269,C1513183,metastatic lesion
C0007097,carcinoma,269,C0850149,non-productive cough
C0007097,carcinoma,269,C0009806,constipation
C0007097,carcinoma,269,C0847488,unhappy
C0007097,carcinoma,269,C0030554,paresthesia
C0007097,carcinoma,269,C0232995,gravida 0
C0007097,carcinoma,269,C0011991,diarrhea
C0007097,carcinoma,269,C0234233,sore to touch
C0007097,carcinoma,269,C0018834,heartburn
C0007097,carcinoma,269,C0027497,nausea
C0007097,carcinoma,269,C0034079,lung nodule
C0019196,hepatitis C,269,C0003962,ascites
C0019196,hepatitis C,269,C0000731,distended abdomen
C0019196,hepatitis C,269,C0424000,feeling suicidal
C0019196,hepatitis C,269,C0010200,cough
C0019196,hepatitis C,269,C0234238,ache
C0019196,hepatitis C,269,C0558143,macerated skin
C0019196,hepatitis C,269,C0581912,heavy feeling
C0019196,hepatitis C,269,C0233762,hallucinations auditory
C0019196,hepatitis C,269,C0085593,chill
C0019196,hepatitis C,269,C0232766,asterixis
C0019196,hepatitis C,269,C0376405,patient non compliance
C0085096,peripheral vascular disease,268,C0392680,shortness of breath
C0085096,peripheral vascular disease,268,C0234253,rest pain
C0085096,peripheral vascular disease,268,C0002962,angina pectoris
C0085096,peripheral vascular disease,268,C0241526,unresponsiveness
C0085096,peripheral vascular disease,268,C0020461,hyperkalemia
C0085096,peripheral vascular disease,268,C0232201,sinus rhythm
C0085096,peripheral vascular disease,268,C0553668,labored breathing
C0085096,peripheral vascular disease,268,C0013404,dyspnea
C0085096,peripheral vascular disease,268,C0234233,sore to touch
C0085096,peripheral vascular disease,268,C0003123,anorexia
C0085096,peripheral vascular disease,268,C0234450,sleepy
C0033975,psychotic disorder,267,C0438696,suicidal
C0033975,psychotic disorder,267,C0233762,hallucinations auditory
C0033975,psychotic disorder,267,C0424000,feeling suicidal
C0033975,psychotic disorder,267,C0233763,hallucinations visual
C0033975,psychotic disorder,267,C0424230,motor retardation
C0033975,psychotic disorder,267,C0312422,blackout
C0033975,psychotic disorder,267,C0424068,verbal auditory hallucinations
C0033975,psychotic disorder,267,C0150041,feeling hopeless
C0033975,psychotic disorder,267,C0022107,irritable mood
C0033975,psychotic disorder,267,C0085631,agitation
C0033975,psychotic disorder,267,C0040822,tremor
C0033975,psychotic disorder,267,C0007398,catatonia
C0033975,psychotic disorder,267,C0424109,weepiness
C0033975,psychotic disorder,267,C0237154,homelessness
C0033975,psychotic disorder,267,C0917801,sleeplessness
C0033975,psychotic disorder,267,C0424092,withdraw
C0033975,psychotic disorder,267,C0455769,energy increased
C0033975,psychotic disorder,267,C0728899,intoxication
C0033975,psychotic disorder,267,C0233481,worry
C0033975,psychotic disorder,267,C0424295,behavior hyperactive
C0033975,psychotic disorder,267,C0376405,patient non compliance
C0033975,psychotic disorder,267,C0344315,mood depressed
C0033975,psychotic disorder,267,C0558261,terrify
C0033975,psychotic disorder,267,C0028084,nightmare
C0033975,psychotic disorder,267,C0239110,consciousness clear
C0020473,hyperlipidemia,247,C0008031,pain chest
C0020473,hyperlipidemia,247,C0002962,angina pectoris
C0020473,hyperlipidemia,247,C0030252,palpitation
C0020473,hyperlipidemia,247,C1305739,presence of q wave
C0020473,hyperlipidemia,247,C0085635,photopsia
C0020473,hyperlipidemia,247,C0038990,sweat^UMLS:C0700590_sweating increased
C0020473,hyperlipidemia,247,C0235710,chest discomfort
C0020473,hyperlipidemia,247,C0392680,shortness of breath
C0020473,hyperlipidemia,247,C0392701,giddy mood
C0020473,hyperlipidemia,247,C0086439,hypokinesia
C0020473,hyperlipidemia,247,C0018991,hemiplegia
C0020473,hyperlipidemia,247,C0012833,dizziness
C0005586,bipolar disorder,241,C0424000,feeling suicidal
C0005586,bipolar disorder,241,C0455769,energy increased
C0005586,bipolar disorder,241,C0438696,suicidal
C0005586,bipolar disorder,241,C0022107,irritable mood
C0005586,bipolar disorder,241,C0085631,agitation
C0005586,bipolar disorder,241,C0557075,has religious belief
C0005586,bipolar disorder,241,C0578859,disturbed family
C0005586,bipolar disorder,241,C0233762,hallucinations auditory
C0005586,bipolar disorder,241,C0424068,verbal auditory hallucinations
C0005586,bipolar disorder,241,C0424109,weepiness
C0005586,bipolar disorder,241,C0424295,behavior hyperactive
C0005586,bipolar disorder,241,C0007398,catatonia
C0005586,bipolar disorder,241,C0150041,feeling hopeless
C0005586,bipolar disorder,241,C0233481,worry
C0005586,bipolar disorder,241,C0917801,sleeplessness
C0005586,bipolar disorder,241,C0917799,hypersomnia
C0005586,bipolar disorder,241,C1299586,difficulty
C0005586,bipolar disorder,241,C0233763,hallucinations visual
C0005586,bipolar disorder,241,C0020458,hyperhidrosis disorder
C0005586,bipolar disorder,241,C0026961,mydriasis
C0005586,bipolar disorder,241,C0234133,extrapyramidal sign
C0005586,bipolar disorder,241,C0240233,loose associations
C0005586,bipolar disorder,241,C0728899,intoxication
C0005586,bipolar disorder,241,C0424230,motor retardation
C0005586,bipolar disorder,241,C0237154,homelessness
C0005586,bipolar disorder,241,C0312422,blackout
C0005586,bipolar disorder,241,C0040822,tremor
C0005586,bipolar disorder,241,C0392674,exhaustion
C0028754,obesity,228,C0030193,pain
C0028754,obesity,228,C0007398,catatonia
C0028754,obesity,228,C0037384,snore
C0028754,obesity,228,C0008031,pain chest
C0028754,obesity,228,C0429091,r wave feature
C0028754,obesity,228,C0557075,has religious belief
C0028754,obesity,228,C0392680,shortness of breath
C0028754,obesity,228,C0015672,fatigue^UMLS:C0557875_tired
C0028754,obesity,228,C0497406,overweight
C0028754,obesity,228,C0232257,systolic murmur
C0028754,obesity,228,C0344315,mood depressed
C0028754,obesity,228,C0013491,ecchymosis
C0022116,ischemia,226,C0013144,drowsiness^UMLS:C0234450_sleepy
C0022116,ischemia,226,C0008031,pain chest
C0022116,ischemia,226,C0002962,angina pectoris
C0022116,ischemia,226,C0438716,pressure chest
C0022116,ischemia,226,C0235710,chest discomfort
C0022116,ischemia,226,C0392680,shortness of breath
C0022116,ischemia,226,C0013404,dyspnea
C0022116,ischemia,226,C0232201,sinus rhythm
C0022116,ischemia,226,C0428977,bradycardia
C0022116,ischemia,226,C0038990,sweat^UMLS:C0700590_sweating increased
C0022116,ischemia,226,C0034642,rale
C0022116,ischemia,226,C0231221,asymptomatic
C0022116,ischemia,226,C0003123,anorexia
C1623038,cirrhosis,218,C0003962,ascites
C1623038,cirrhosis,218,C0085639,fall
C1623038,cirrhosis,218,C0038002,splenomegaly
C1623038,cirrhosis,218,C0033774,pruritus
C1623038,cirrhosis,218,C0000737,pain abdominal
C1623038,cirrhosis,218,C1269955,tumor cell invasion
C1623038,cirrhosis,218,C0000731,distended abdomen
C1623038,cirrhosis,218,C0221198,lesion
C1623038,cirrhosis,218,C0578150,hemodynamically stable
C1623038,cirrhosis,218,C0744492,guaiac positive
C1623038,cirrhosis,218,C0234233,sore to touch
C1623038,cirrhosis,218,C0151706,bleeding of vagina
C0015230,exanthema,208,C0015967,fever
C0015230,exanthema,208,C0033774,pruritus
C0015230,exanthema,208,C0332573,macule
C0015230,exanthema,208,C0221198,lesion
C0015230,exanthema,208,C0332575,redness
C0015230,exanthema,208,C0018681,headache
C0015230,exanthema,208,C0277797,apyrexial
C0015230,exanthema,208,C0003862,arthralgia
C0015230,exanthema,208,C0038999,swelling
C0015230,exanthema,208,C0041834,erythema
C0015230,exanthema,208,C0085636,photophobia
C0015230,exanthema,208,C0085593,chill
C0015230,exanthema,208,C1384489,scratch marks
C0015230,exanthema,208,C0030193,pain
C0015230,exanthema,208,C0221150,painful swallowing
C0005001,benign prostatic hypertrophy,192,C0856054,mental status changes
C0005001,benign prostatic hypertrophy,192,C0006625,cachexia
C0005001,benign prostatic hypertrophy,192,C0312422,blackout
C0005001,benign prostatic hypertrophy,192,C0149746,orthostasis
C0005001,benign prostatic hypertrophy,192,C0085619,orthopnea
C0005001,benign prostatic hypertrophy,192,C0028081,night sweat
C0005001,benign prostatic hypertrophy,192,C0476273,distress respiratory
C0005001,benign prostatic hypertrophy,192,C0003123,anorexia
C0005001,benign prostatic hypertrophy,192,C0013362,dysarthria
C0022660,kidney failure acute,186,C0020461,hyperkalemia
C0022660,kidney failure acute,186,C0020649,hypotension
C0022660,kidney failure acute,186,C0020598,hypocalcemia result
C0022660,kidney failure acute,186,C0028961,oliguria
C0022660,kidney failure acute,186,C0578150,hemodynamically stable
C0022660,kidney failure acute,186,C0004093,asthenia
C0022660,kidney failure acute,186,C0020672,"hypothermia, natural"
C0022660,kidney failure acute,186,C0011991,diarrhea
C0022660,kidney failure acute,186,C0019080,haemorrhage
C0022660,kidney failure acute,186,C0241526,unresponsiveness
C0026266,mitral valve insufficiency,186,C0392680,shortness of breath
C0026266,mitral valve insufficiency,186,C0231807,dyspnea on exertion
C0026266,mitral valve insufficiency,186,C0231221,asymptomatic
C0026266,mitral valve insufficiency,186,C0086439,hypokinesia
C0026266,mitral valve insufficiency,186,C0013404,dyspnea
C0026266,mitral valve insufficiency,186,C0039070,syncope
C0026266,mitral valve insufficiency,186,C0205400,thicken
C0026266,mitral valve insufficiency,186,C0238705,left atrial hypertrophy
C0026266,mitral valve insufficiency,186,C0030252,palpitation
C0026266,mitral valve insufficiency,186,C0015672,fatigue
C0026266,mitral valve insufficiency,186,C0042963,vomiting
C0026266,mitral valve insufficiency,186,C0030193,pain
C0026266,mitral valve insufficiency,186,C0018800,cardiomegaly
C0026266,mitral valve insufficiency,186,C0235710,chest discomfort
C0003864,arthritis,179,C0030193,pain
C0003864,arthritis,179,C0578150,hemodynamically stable
C0003864,arthritis,179,C0917801,sleeplessness
C0003864,arthritis,179,C0004093,asthenia
C0003864,arthritis,179,C0039070,syncope
C0003864,arthritis,179,C0038999,swelling
C0003864,arthritis,179,C0741302,atypia
C0003864,arthritis,179,C0427108,general unsteadiness
C0003864,arthritis,179,C0392680,shortness of breath
C0003864,arthritis,179,C0000731,distended abdomen
C0006277,bronchitis,172,C0010200,cough
C0006277,bronchitis,172,C0043144,wheezing
C0006277,bronchitis,172,C0392680,shortness of breath
C0006277,bronchitis,172,C0232292,chest tightness
C0006277,bronchitis,172,C0015967,fever
C0006277,bronchitis,172,C0242429,throat sore
C0006277,bronchitis,172,C0239134,productive cough
C0006277,bronchitis,172,C0019214,hepatosplenomegaly
C0006277,bronchitis,172,C0028081,night sweat
C0006277,bronchitis,172,C0019079,haemoptysis
C0006277,bronchitis,172,C0553668,labored breathing
C0006277,bronchitis,172,C1260880,snuffle
C0006277,bronchitis,172,C0239133,hacking cough
C0006277,bronchitis,172,C0013404,dyspnea
C0006277,bronchitis,172,C0085593,chill
C0006277,bronchitis,172,C0038450,stridor
C0006277,bronchitis,172,C0043096,decreased body weight
C0018989,hemiparesis,171,C0013362,dysarthria
C0018989,hemiparesis,171,C0030552,paresis
C0018989,hemiparesis,171,C0004093,asthenia
C0018989,hemiparesis,171,C0221470,aphagia
C0018989,hemiparesis,171,C0036572,seizure
C0018989,hemiparesis,171,C0234518,speech slurred
C0018989,hemiparesis,171,C0751495,focal seizures
C0018989,hemiparesis,171,C0018991,hemiplegia
C0018989,hemiparesis,171,C0423571,abnormal sensation
C0018989,hemiparesis,171,C0241526,unresponsiveness
C0018989,hemiparesis,171,C0085628,stupor
C0018989,hemiparesis,171,C0013144,drowsiness^UMLS:C0234450_sleepy
C0018989,hemiparesis,171,C0231890,fremitus
C0018989,hemiparesis,171,C0271276,Stahli's line
C0018989,hemiparesis,171,C0677500,stinging sensation
C0018989,hemiparesis,171,C0522224,paralyse
C0018989,hemiparesis,171,C0009024,clonus
C0018989,hemiparesis,171,C0427055,facial paresis
C0029456,osteoporosis,169,C0242453,prostatism
C0029456,osteoporosis,169,C0085639,fall
C0029456,osteoporosis,169,C0019572,hirsutism
C0029456,osteoporosis,169,C0558361,sniffle
C0029456,osteoporosis,169,C0000731,distended abdomen
C0029456,osteoporosis,169,C0042571,vertigo
C0029456,osteoporosis,169,C0239832,numbness of hand
C0029456,osteoporosis,169,C0233565,bradykinesia
C0029456,osteoporosis,169,C0030193,pain
C0029456,osteoporosis,169,C0039070,syncope
C0029456,osteoporosis,169,C0848168,out of breath
C0029456,osteoporosis,169,C0277797,apyrexial
C0029456,osteoporosis,169,C0150045,urge incontinence
C0029456,osteoporosis,169,C0220870,lightheadedness
C0007787,transient ischemic attack,168,C0234518,speech slurred
C0007787,transient ischemic attack,168,C0013362,dysarthria
C0007787,transient ischemic attack,168,C0427055,facial paresis
C0007787,transient ischemic attack,168,C0004093,asthenia
C0007787,transient ischemic attack,168,C0151315,neck stiffness
C0007787,transient ischemic attack,168,C0042571,vertigo
C0007787,transient ischemic attack,168,C0028643,numbness
C0007787,transient ischemic attack,168,C0220870,lightheadedness
C0007787,transient ischemic attack,168,C0234133,extrapyramidal sign
C0007787,transient ischemic attack,168,C0271276,Stahli's line
C0007787,transient ischemic attack,168,C0344232,vision blurred
C0007787,transient ischemic attack,168,C0018681,headache
C0007787,transient ischemic attack,168,C0848277,room spinning
C0007787,transient ischemic attack,168,C0039070,syncope
C0007787,transient ischemic attack,168,C1299586,difficulty
C0007787,transient ischemic attack,168,C0423982,rambling speech
C0007787,transient ischemic attack,168,C0233844,clumsiness
C0001418,adenocarcinoma,166,C0577559,mass of body structure
C0001418,adenocarcinoma,166,C0221198,lesion
C0001418,adenocarcinoma,166,C0043096,decreased body weight
C0001418,adenocarcinoma,166,C0009806,constipation
C0001418,adenocarcinoma,166,C0231890,fremitus
C0001418,adenocarcinoma,166,C0278014,decreased stool caliber
C0001418,adenocarcinoma,166,C0239233,satiety early
C0001418,adenocarcinoma,166,C0018932,hematochezia
C0001418,adenocarcinoma,166,C0231872,egophony
C0001418,adenocarcinoma,166,C0030193,pain
C0001418,adenocarcinoma,166,C0008767,cicatrisation^UMLS:C0241158_scar tissue
C0001418,adenocarcinoma,166,C0000737,pain abdominal
C1456784,paranoia,165,C0233762,hallucinations auditory
C1456784,paranoia,165,C0233763,hallucinations visual
C1456784,paranoia,165,C0085631,agitation
C1456784,paranoia,165,C0022107,irritable mood
C1456784,paranoia,165,C0424068,verbal auditory hallucinations
C1456784,paranoia,165,C0424000,feeling suicidal
C1456784,paranoia,165,C0438696,suicidal
C1456784,paranoia,165,C0558261,terrify
C1456784,paranoia,165,C0233647,neologism
C1456784,paranoia,165,C0237154,homelessness
C1456784,paranoia,165,C0455769,energy increased
C1456784,paranoia,165,C0344315,mood depressed
C1456784,paranoia,165,C0231187,decompensation
C1456784,paranoia,165,C0008767,cicatrisation^UMLS:C0241158_scar tissue
C1456784,paranoia,165,C0312422,blackout
C1456784,paranoia,165,C0240233,loose associations
C0030305,pancreatitis,165,C0042963,vomiting
C0030305,pancreatitis,165,C0000737,pain abdominal
C0030305,pancreatitis,165,C0027497,nausea
C0030305,pancreatitis,165,C0030193,pain
C0030305,pancreatitis,165,C0011991,diarrhea
C0030305,pancreatitis,165,C0241252,stool color yellow
C0030305,pancreatitis,165,C0424790,rigor - temperature-associated observation
C0030305,pancreatitis,165,C0277797,apyrexial
C0030305,pancreatitis,165,C0234233,sore to touch
C0021167,incontinence,165,C0221166,paraparesis
C0021167,incontinence,165,C0036572,seizure
C0021167,incontinence,165,C0004093,asthenia
C0021167,incontinence,165,C0150045,urge incontinence
C0021167,incontinence,165,C0041657,unconscious state
C0021167,incontinence,165,C0236018,aura
C0021167,incontinence,165,C0554980,moody
C0021167,incontinence,165,C0877040,fear of falling
C0021167,incontinence,165,C0040822,tremor
C0021167,incontinence,165,C0037763,spasm
C0021167,incontinence,165,C0847488,unhappy
C0021167,incontinence,165,C0039070,syncope
C0021167,incontinence,165,C0085639,fall
C0021167,incontinence,165,C0427008,stiffness
C0021167,incontinence,165,C0241526,unresponsiveness
C0013405,paroxysmal dyspnea,165,C0085619,orthopnea
C0013405,paroxysmal dyspnea,165,C0392680,shortness of breath
C0013405,paroxysmal dyspnea,165,C0231807,dyspnea on exertion
C0013405,paroxysmal dyspnea,165,C0240100,jugular venous distention
C0013405,paroxysmal dyspnea,165,C0034642,rale
C0013405,paroxysmal dyspnea,165,C0008031,pain chest
C0013405,paroxysmal dyspnea,165,C0030252,palpitation
C0013405,paroxysmal dyspnea,165,C0038990,sweat^UMLS:C0700590_sweating increased
C0013405,paroxysmal dyspnea,165,C0043094,weight gain
C0013405,paroxysmal dyspnea,165,C0010200,cough
C0013405,paroxysmal dyspnea,165,C0013404,dyspnea
C0019270,hernia,164,C0000737,pain abdominal
C0019270,hernia,164,C0030193,pain
C0019270,hernia,164,C0020578,hyperventilation
C0019270,hernia,164,C0278141,excruciating pain
C0019270,hernia,164,C0016927,gag
C0019270,hernia,164,C0027497,nausea
C0019270,hernia,164,C0872410,posturing
C0019270,hernia,164,C0018991,hemiplegia
C0019270,hernia,164,C0234233,sore to touch
C0019270,hernia,164,C0019080,haemorrhage
C0019270,hernia,164,C0277797,apyrexial
C0019270,hernia,164,C0149696,food intolerance
C0019270,hernia,164,C0277899,pulse absent
C0019270,hernia,164,C0004093,asthenia
C0019270,hernia,164,C0577559,mass of body structure
C0019270,hernia,164,C0205400,thicken
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0018965,hematuria
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0392699,dysesthesia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0004093,asthenia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0521516,polymyalgia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0848621,passed stones
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0008033,pleuritic pain
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0744492,guaiac positive
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0034642,rale
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0238844,breath sounds decreased
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0150045,urge incontinence
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0013428,dysuria
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0011991,diarrhea
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0042571,vertigo
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0151878,qt interval prolonged
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0004134,ataxia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0030552,paresis
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0271202,hemianopsia homonymous
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C1269955,tumor cell invasion
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0578150,hemodynamically stable
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0577559,mass of body structure
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0035508,rhonchus
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0149746,orthostasis
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,C0043096,decreased body weight
C0034063,edema pulmonary,161,C0085606,urgency of micturition
C0034063,edema pulmonary,161,C0392680,shortness of breath
C0034063,edema pulmonary,161,C0034642,rale
C0034063,edema pulmonary,161,C0231835,tachypnea
C0034063,edema pulmonary,161,C0085619,orthopnea
C0034063,edema pulmonary,161,C0018862,Heberden's node
C0034063,edema pulmonary,161,C0240100,jugular venous distention
C0034063,edema pulmonary,161,C0013404,dyspnea
C0034063,edema pulmonary,161,C0038990,sweat^UMLS:C0700590_sweating increased
C0034063,edema pulmonary,161,C0376405,patient non compliance
C0034063,edema pulmonary,161,C0235710,chest discomfort
C0034063,edema pulmonary,161,C0020461,hyperkalemia
C0034063,edema pulmonary,161,C0232201,sinus rhythm
C0034063,edema pulmonary,161,C0008031,pain chest
C0034063,edema pulmonary,161,C0020649,hypotension
C0034063,edema pulmonary,161,C0043144,wheezing
C0024228,lymphatic diseases,160,C0030193,pain
C0024228,lymphatic diseases,160,C0577559,mass of body structure
C0024228,lymphatic diseases,160,C0028081,night sweat
C0024228,lymphatic diseases,160,C0038002,splenomegaly
C0024228,lymphatic diseases,160,C0221198,lesion
C0024228,lymphatic diseases,160,C0085593,chill
C0024228,lymphatic diseases,160,C0043096,decreased body weight
C0024228,lymphatic diseases,160,C0038999,swelling
C0024228,lymphatic diseases,160,C0015967,fever
C0024228,lymphatic diseases,160,C0034880,hyperacusis
C0024228,lymphatic diseases,160,C0231890,fremitus
C0024228,lymphatic diseases,160,C0850149,non-productive cough
C0024228,lymphatic diseases,160,C0231872,egophony
C0024228,lymphatic diseases,160,C0332575,redness
C0024228,lymphatic diseases,160,C0019209,hepatomegaly
C0024228,lymphatic diseases,160,C0015672,fatigue
C0003507,stenosis aortic valve,158,C0231807,dyspnea on exertion
C0003507,stenosis aortic valve,158,C0039070,syncope
C0003507,stenosis aortic valve,158,C0235710,chest discomfort
C0003507,stenosis aortic valve,158,C0232257,systolic murmur
C0003507,stenosis aortic valve,158,C0036396,sciatica
C0003507,stenosis aortic valve,158,C0002962,angina pectoris
C0003507,stenosis aortic valve,158,C0008031,pain chest
C0003507,stenosis aortic valve,158,C0577979,frothy sputum
C0003507,stenosis aortic valve,158,C0428977,bradycardia
C0003507,stenosis aortic valve,158,C0392680,shortness of breath
C0003507,stenosis aortic valve,158,C0030193,pain
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0024103,mass in breast
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0577559,mass of body structure
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0030554,paresthesia
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0277845,retropulsion
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0041834,erythema
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C1299586,difficulty
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0221198,lesion
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0239301,estrogen use
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0085624,burning sensation
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0013404,dyspnea
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0038999,swelling
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,C0016579,formication
C0036341,schizophrenia,147,C0233762,hallucinations auditory
C0036341,schizophrenia,147,C0751229,hypersomnolence
C0036341,schizophrenia,147,C0022107,irritable mood
C0036341,schizophrenia,147,C0424068,verbal auditory hallucinations
C0036341,schizophrenia,147,C0376405,patient non compliance
C0036341,schizophrenia,147,C0085631,agitation
C0036341,schizophrenia,147,C0438696,suicidal
C0036341,schizophrenia,147,C0233481,worry
C0036341,schizophrenia,147,C0233763,hallucinations visual
C0036341,schizophrenia,147,C0041667,underweight^UMLS:C1319518_underweight
C0036341,schizophrenia,147,C0237154,homelessness
C0012813,diverticulitis,145,C0000737,pain abdominal
C0012813,diverticulitis,145,C0549483,abscess bacterial
C0012813,diverticulitis,145,C0541911,dullness
C0012813,diverticulitis,145,C0857199,red blotches
C0012813,diverticulitis,145,C0011991,diarrhea
C0012813,diverticulitis,145,C0234233,sore to touch
C0012813,diverticulitis,145,C0013428,dysuria
C0012813,diverticulitis,145,C0030193,pain
C0012813,diverticulitis,145,C0042963,vomiting
C0012813,diverticulitis,145,C0232201,sinus rhythm
C0012813,diverticulitis,145,C0232488,colic abdominal
C0012813,diverticulitis,145,C0277797,apyrexial
C0012813,diverticulitis,145,C0232498,abdominal tenderness
C0012813,diverticulitis,145,C0015967,fever
C0012813,diverticulitis,145,C1273573,unsteady gait
C0012813,diverticulitis,145,C0205400,thicken
C0012813,diverticulitis,145,C0085606,urgency of micturition
C0012813,diverticulitis,145,C0003123,anorexia
C0012813,diverticulitis,145,C0746619,monoclonal
C0012813,diverticulitis,145,C0009806,constipation
C0546817,overload fluid,144,C0034642,rale
C0546817,overload fluid,144,C0240100,jugular venous distention
C0546817,overload fluid,144,C0020461,hyperkalemia
C0546817,overload fluid,144,C0085619,orthopnea
C0546817,overload fluid,144,C0392680,shortness of breath
C0546817,overload fluid,144,C0013144,drowsiness^UMLS:C0234450_sleepy
C0546817,overload fluid,144,C0043094,weight gain
C0546817,overload fluid,144,C0020621,hypokalemia
C0546817,overload fluid,144,C0020649,hypotension
C0546817,overload fluid,144,C0038999,swelling
C0546817,overload fluid,144,C0000731,distended abdomen
C0030920,ulcer peptic,143,C0000737,pain abdominal
C0030920,ulcer peptic,143,C0221166,paraparesis
C0030920,ulcer peptic,143,C0027497,nausea
C0030920,ulcer peptic,143,C0042963,vomiting
C0030920,ulcer peptic,143,C0521516,polymyalgia
C0030920,ulcer peptic,143,C0848168,out of breath
C0030920,ulcer peptic,143,C0008031,pain chest
C0030920,ulcer peptic,143,C0018991,hemiplegia
C0030920,ulcer peptic,143,C0232517,gurgle
C0030920,ulcer peptic,143,C0020175,hunger
C0030920,ulcer peptic,143,C0277797,apyrexial
C0030920,ulcer peptic,143,C0027769,nervousness
C0029443,osteomyelitis,142,C0030193,pain
C0029443,osteomyelitis,142,C0332575,redness
C0029443,osteomyelitis,142,C0240813,prostate tender
C0029443,osteomyelitis,142,C0015967,fever
C0029443,osteomyelitis,142,C0241705,difficulty passing urine
C0029443,osteomyelitis,142,C0234233,sore to touch
C0029443,osteomyelitis,142,C0038999,swelling
C0029443,osteomyelitis,142,C0277797,apyrexial
C0029443,osteomyelitis,142,C0041834,erythema
C0029443,osteomyelitis,142,C0549483,abscess bacterial
C0029443,osteomyelitis,142,C0016512,pain foot
C0029443,osteomyelitis,142,C0152032,urinary hesitation
C0017152,gastritis,140,C0744740,heme positive
C0017152,gastritis,140,C0000737,pain abdominal
C0017152,gastritis,140,C0042963,vomiting
C0017152,gastritis,140,C0281825,disequilibrium
C0017152,gastritis,140,C0027497,nausea
C0017152,gastritis,140,C0728899,intoxication
C0017152,gastritis,140,C0019080,haemorrhage
C0017152,gastritis,140,C0744492,guaiac positive
C0017152,gastritis,140,C0030193,pain
C0017152,gastritis,140,C0043096,decreased body weight
C0017152,gastritis,140,C0234233,sore to touch
C0017152,gastritis,140,C0012833,dizziness
C0004610,bacteremia,142,C0015967,fever
C0004610,bacteremia,142,C0085593,chill
C0004610,bacteremia,142,C0016382,flushing
C0004610,bacteremia,142,C0241526,unresponsiveness
C0004610,bacteremia,142,C0085632,indifferent mood
C0004610,bacteremia,142,C1313921,urinoma
C0004610,bacteremia,142,C0042963,vomiting
C0004610,bacteremia,142,C0000731,distended abdomen
C0004610,bacteremia,142,C0239981,hypoalbuminemia
C0004610,bacteremia,142,C0241157,pustule
C0004610,bacteremia,142,C0242453,prostatism
C0004610,bacteremia,142,C0011991,diarrhea
C0004610,bacteremia,142,C0232498,abdominal tenderness
C0004610,bacteremia,142,C0008033,pleuritic pain
C0004610,bacteremia,142,C0029053,decreased translucency
C0004610,bacteremia,142,C0030232,pallor
